Año,Meses,ID Kiosco VD,Departamento,Municipio,Edad,Grupo étnico,Nivel de estudios,Género,Estrato,Habita en sector,Ocupacion,Situación Particular,Nota Final Examen,Curso,Certificado ,Fecha Inscripción,Fecha Certificado
2016,Septiembre,Ciudadano,Cundinamarca,Sibaté,De 18 a 25,Ninguno,Profesional,Femenino,3,Urbano,Docente,Ninguna de las anteriores,0,Inclusión para Personas con Discapacidad a través de las TIC,NO,13/09/2016,No ha sido descargado
2016,Julio,Ciudadano,Santander,Bucaramanga,De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Desempleado,Ninguna de las anteriores,100,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,18/07/2016,No ha sido descargado
2016,Mayo,Ciudadano,Tolima,Ibagué,De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Empleado,Persona con discapacidad,0,Formación a Formadores en Alfabetización Digital,NO,10/05/2016,No ha sido descargado
2016,Agosto,Ciudadano,Bolívar,San Jacinto,De 18 a 25,Indígenas,Técnico,Masculino,1,Rural,Estudiante,"Personas victimas de violencia (desplazados, afectados por minas, con pérdida familiar, unidad para las víctimas)",60,Formación a Formadores en Alfabetización Digital,NO,30/08/2016,No ha sido descargado
2016,Julio,Ciudadano,Nariño,Pasto,De 26 a 45,Ninguno,Técnico,Masculino,2,Urbano,Empleado,Ninguna de las anteriores,90,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,17/07/2016,No ha sido descargado
2016,Julio,Ciudadano,Antioquia,Envigado,De 26 a 45,Ninguno,Profesional,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,17/07/2016,No ha sido descargado
2016,Mayo,Ciudadano,Boyacá,Chiquinquirá,De 26 a 45,Ninguno,Tecnólogo,Femenino,3,Urbano,Otro,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,03/05/2016,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Desempleado,Cabeza de hogar,0,Activismo Digital,NO,16/07/2016,No ha sido descargado
2017,Mayo,Ciudadano,Santander,Floridablanca,De 26 a 45,Ninguno,Bachillerato completo,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Mujeres y TIC,NO,22/05/2017,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Postgrado,Femenino,6,Urbano,Docente,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,04/07/2016,"martes, 19 de julio de 2016, 16:36"
2017,Mayo,Ciudadano,Santander,Barrancabermeja,De 26 a 45,Ninguno,Postgrado,Masculino,2,Urbano,Desempleado,Cabeza de hogar,90,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,13/05/2017,"miércoles, 7 de junio de 2017, 06:42"
2017,Abril,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Postgrado,Femenino,4,Urbano,Docente,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,05/04/2017,No ha sido descargado
2017,Agosto,Ciudadano,"Bogotá, D.C.",Bogota,De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Independiente,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,23/08/2017 6:39:56 p. m.,No ha sido descargado
2016,Agosto,Ciudadano,Nariño,Pasto,De 26 a 45,Afrodescendientes,Bachillerato completo,Masculino,2,Urbano,Funcionario Público,Ninguna de las anteriores,80,Apropiación Social de las TIC,SI,11/08/2016,No ha sido descargado
2017,Febrero,Ciudadano,Cundinamarca,Soacha,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,07/02/2017,No ha sido descargado
2017,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Tecnólogo,Femenino,3,Urbano,Independiente,Cabeza de hogar,80,Activismo Digital,SI,20/05/2017,No ha sido descargado
2016,Julio,Ciudadano,Tolima,Melgar,De 26 a 45,Afrodescendientes,Profesional,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,100,"Internet: Buscadores, Correo Electrónico y Descargas",SI,07/07/2016,No ha sido descargado
2016,Mayo,Ciudadano,Boyacá,Chiquinquirá,De 18 a 25,Ninguno,Técnico,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,23/05/2016,No ha sido descargado
2016,Julio,Ciudadano,Cundinamarca,Soacha,De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,Mujeres y TIC,NO,11/07/2016,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 18 a 25,Ninguno,Tecnólogo,Femenino,1,Urbano,Estudiante,Ninguna de las anteriores,100,Formación a Formadores en Alfabetización Digital,SI,15/08/2017 11:30:27 a. m.,"domingo, 27 de agosto de 2017, 16:12"
2016,Septiembre,Ciudadano,Meta,Villavicencio,De 18 a 25,Ninguno,Profesional,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Mujeres y TIC,NO,16/09/2016,No ha sido descargado
2017,Abril,Ciudadano,Valle Del Cauca,El Cerrito,De 26 a 45,Ninguno,Profesional,Masculino,2,Urbano,Docente,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,04/04/2017,No ha sido descargado
2017,Julio,Ciudadano,Meta,Villavicencio,De 26 a 45,Ninguno,Postgrado,Femenino,1,Urbano,Docente,Ninguna de las anteriores,0,Activismo Digital,NO,13/07/2017,No ha sido descargado
2016,Septiembre,Ciudadano,Antioquia,Turbo,De 18 a 25,Afrodescendientes,Tecnólogo,Femenino,1,Urbano,Docente,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,09/09/2016,No ha sido descargado
2017,Julio,Ciudadano,Norte De Santander,Pamplona,De 26 a 45,Ninguno,Postgrado,Masculino,3,Urbano,Docente,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,12/07/2017,No ha sido descargado
2017,Agosto,Ciudadano,Cundinamarca,Bogota,De 18 a 25,Ninguno,Profesional,Femenino,3,Urbano,Estudiante,Ninguna de las anteriores,0,Activismo Digital,NO,23/08/2017 7:08:08 p. m.,No ha sido descargado
2016,Mayo,Ciudadano,Meta,Villavicencio,De 46 a 59,Afrodescendientes,Bachillerato completo,Masculino,2,Urbano,Funcionario Público,Ninguna de las anteriores,80,Formación a Formadores en Alfabetización Digital,SI,20/05/2016,No ha sido descargado
2017,Julio,Ciudadano,Norte de Santander,Pamplona,De 26 a 45,Ninguno,Postgrado,Masculino,3,Urbano,Independiente,Ninguna de las anteriores,90,Uso Responsable de las TIC 0 En TIC Confío,SI,18/07/2017,No ha sido descargado
2016,Mayo,Ciudadano,Santander,Providencia Y Santa Catalina Isla,De 26 a 45,Ninguno,Técnico,Femenino,1,Urbano,Empleado,Beneficiarios del programa de ingreso social del DPS,0,Mujeres y TIC,NO,01/05/2016,No ha sido descargado
2016,Julio,Ciudadano,Norte De Santander,Marinilla,De 18 a 25,Ninguno,Tecnólogo,Masculino,3,Urbano,Docente,Ninguna de las anteriores,80,"Internet: Buscadores, Correo Electrónico y Descargas",SI,29/07/2016,"martes, 30 de agosto de 2016, 15:53"
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Masculino,4,Urbano,Empleado,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,02/05/2016,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Rural,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,11/08/2017 11:50:54 a. m.,No ha sido descargado
2016,Septiembre,Ciudadano,Huila,Tesalia,De 18 a 25,Ninguno,Técnico,Masculino,1,Urbano,Gestor De Tic,Ninguna de las anteriores,80,"Internet: Buscadores, Correo Electrónico y Descargas",SI,16/09/2016,No ha sido descargado
2017,Julio,Ciudadano,Atlántico,Barranquilla,De 18 a 25,Ninguno,Profesional,Femenino,3,Urbano,Otro,Ninguna de las anteriores,0,Activismo Digital,NO,02/07/2017,No ha sido descargado
2016,Julio,Ciudadano,Antioquia,Medellín,De 26 a 45,Ninguno,Profesional,Femenino,2,Urbano,Empleado,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,11/07/2016,No ha sido descargado
2016,Agosto,Ciudadano,Boyacá,Duitama,De 26 a 45,Ninguno,Profesional,Femenino,1,Urbano,Docente,Ninguna de las anteriores,80,Formación a Formadores en Alfabetización Digital,SI,25/08/2016,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Técnico,Femenino,2,Urbano,Docente,Ninguna de las anteriores,0,Mujeres y TIC,NO,12/07/2016,No ha sido descargado
2017,Febrero,Ciudadano,Huila,Garzón,De 14 a 17,Ninguno,Técnico,Masculino,1,Urbano,Estudiante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,27/02/2017,No ha sido descargado
2016,Septiembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,100,Uso Responsable de las TIC 0 En TIC Confío,SI,16/09/2016,No ha sido descargado
2017,Julio,Ciudadano,Antioquia,Carepa,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,1,Urbano,Estudiante,Persona en situación de desplazamiento,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,25/07/2017,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 8 a 13,Ninguno,Bachillerato incompleto,Femenino,1,Rural,Estudiante,Beneficiarios del programa Red Unidos de la ANSPE,0,Uso Responsable de las TIC 0 En TIC Confío,NO,23/08/2017 10:53:18 a. m.,No ha sido descargado
2016,Agosto,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Técnico,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,80,Inclusión para Personas con Discapacidad a través de las TIC,SI,01/08/2016,No ha sido descargado
2016,Julio,Ciudadano,Risaralda,Pereira,De 26 a 45,Ninguno,Profesional,Femenino,2,Urbano,Empleado,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,17/07/2016,No ha sido descargado
2016,Abril,Ciudadano,Córdoba,Lorica,De 18 a 25,Ninguno,Técnico,Femenino,1,Rural,Estudiante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,25/04/2016,No ha sido descargado
2016,Agosto,Ciudadano,Caldas,Victoria,De 18 a 25,Ninguno,Profesional,Femenino,2,Urbano,Empleado,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,03/08/2016,No ha sido descargado
2016,Junio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 18 a 25,Ninguno,Bachillerato completo,Femenino,3,Urbano,Independiente,Cabeza de hogar,0,Mujeres y TIC,NO,15/06/2016,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 18 a 25,Ninguno,Técnico,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,100,Formación a Formadores en Alfabetización Digital,SI,15/08/2017 11:25:49 a. m.,No ha sido descargado
2017,Julio,Ciudadano,Meta,Acacías,De 18 a 25,Ninguno,Bachillerato incompleto,Masculino,3,Rural,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,12/07/2017,No ha sido descargado
2016,Julio,Ciudadano,Cundinamarca,La Estrella,De 18 a 25,Ninguno,Bachillerato incompleto,Femenino,3,Urbano,Independiente,Ninguna de las anteriores,80,Uso Responsable de las TIC 0 En TIC Confío,SI,11/07/2016,No ha sido descargado
2017,Febrero,Ciudadano,Huila,Garzón,De 14 a 17,Ninguno,Técnico,Femenino,1,Urbano,Estudiante,Personas en situación de calle,90,Activismo Digital,SI,05/02/2017,No ha sido descargado
2016,Mayo,Gestor KVD,Cauca,San Sebastian,De 26 a 45,Indígenas,Primaria completa,Femenino,1,Rural,Agricultor,Cabeza de hogar,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,04/05/2016,No ha sido descargado
2017,Enero,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Bachillerato completo,Masculino,2,Urbano,Empleado,Cabeza de hogar,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,20/01/2017,No ha sido descargado
2016,Mayo,Ciudadano,Cauca,Popayán,De 46 a 59,Ninguno,Técnico,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,Activismo Digital,NO,25/05/2016,No ha sido descargado
2017,Febrero,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Empleado,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,09/02/2017,No ha sido descargado
2017,Febrero,Ciudadano,Antioquia,Sabaneta,De 26 a 45,Ninguno,Profesional,Masculino,2,Urbano,Funcionario Público,Ninguna de las anteriores,80,Apropiación Social de las TIC,SI,03/02/2017,"domingo, 26 de marzo de 2017, 22:43"
2017,Agosto,Ciudadano,"Bogotá, D.C.",Cundinamarca,De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Docente,Ninguna de las anteriores,70,Formación a Formadores en Alfabetización Digital,NO,09/08/2017 11:32:15 a. m.,No ha sido descargado
2016,Mayo,Ciudadano,Santander,Valledupar,De 26 a 45,Ninguno,Técnico,Masculino,2,Rural,Funcionario Público,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,31/05/2016,No ha sido descargado
2017,Julio,Ciudadano,Putumayo,Mocoa,De 26 a 45,Ninguno,Postgrado,Femenino,2,Urbano,Independiente,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,05/07/2017,No ha sido descargado
2016,Diciembre,Ciudadano,Guaviare,San José Del Guaviare,De 26 a 45,Ninguno,Técnico,Masculino,2,Urbano,Funcionario Público,Ninguna de las anteriores,90,Formación a Formadores en Alfabetización Digital,SI,12/12/2016,No ha sido descargado
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 46 a 59,Ninguno,Bachillerato incompleto,Femenino,3,Urbano,Docente,Ninguna de las anteriores,0,Mujeres y TIC,NO,03/05/2016,No ha sido descargado
2017,Marzo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 18 a 25,Ninguno,Tecnólogo,Masculino,2,Urbano,Empleado,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,21/03/2017,No ha sido descargado
2016,Noviembre,Ciudadano,Sucre,San Marcos,De 26 a 45,Ninguno,Postgrado,Femenino,2,Urbano,Docente,Ninguna de las anteriores,80,Apropiación Social de las TIC,SI,15/11/2016,"lunes, 9 de enero de 2017, 23:11"
2017,Febrero,Ciudadano,Huila,Garzón,De 18 a 25,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,17/02/2017,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Femenino,2,Urbano,Desempleado,Cabeza de hogar,0,Apropiación Social de las TIC,NO,18/07/2016,No ha sido descargado
2017,Abril,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,19/04/2017,No ha sido descargado
2016,Julio,Ciudadano,Boyacá,Cubará,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,1,Rural,Estudiante,Beneficiarios del programa de ingreso social del DPS,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,17/07/2016,No ha sido descargado
2017,Abril,Ciudadano,Santander,Medellín,De 26 a 45,Ninguno,Profesional,Femenino,2,Urbano,Gestor De Tic,Ninguna de las anteriores,80,Mujeres y TIC,SI,20/04/2017,"lunes, 22 de mayo de 2017, 08:57"
2017,Junio,Ciudadano,Huila,Neiva,De 26 a 45,Ninguno,Postgrado,Masculino,2,Urbano,Independiente,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,15/06/2017,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Rural,Estudiante,Cabeza de hogar,0,Uso Responsable de las TIC 0 En TIC Confío,NO,23/08/2017 6:21:31 p. m.,No ha sido descargado
2017,Enero,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 18 a 25,Ninguno,Técnico,Masculino,3,Urbano,Docente,Cabeza de hogar,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,30/01/2017,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,100,Uso Responsable de las TIC 0 En TIC Confío,SI,24/08/2017 8:36:14 p. m.,No ha sido descargado
2016,Septiembre,Ciudadano,Meta,Pereira,De 26 a 45,Ninguno,Tecnólogo,Masculino,4,Urbano,Docente,Ninguna de las anteriores,80,"Internet: Buscadores, Correo Electrónico y Descargas",SI,12/09/2016,No ha sido descargado
2016,Julio,Ciudadano,Boyacá,Sogamoso.,De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Empleado,Cabeza de hogar,0,Uso Responsable de las TIC 0 En TIC Confío,NO,20/07/2016,No ha sido descargado
2016,Mayo,Ciudadano,Guainía,Inírida,De 18 a 25,Ninguno,Técnico,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,02/05/2016,No ha sido descargado
2017,Julio,Ciudadano,Tolima,Ibague,De 26 a 45,Ninguno,Técnico,Femenino,1,Urbano,Empleado,Ninguna de las anteriores,0,Mujeres y TIC,NO,10/07/2017,No ha sido descargado
2016,Octubre,Ciudadano,Boyacá,Ibagué,De 14 a 17,Ninguno,Bachillerato completo,Femenino,3,Rural,Empleado,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,21/10/2016,No ha sido descargado
2017,Abril,Ciudadano,Santander,Puerto Wilches,De 18 a 25,Ninguno,Técnico,Masculino,1,Rural,Desempleado,Persona en situación de desplazamiento,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,29/04/2017,No ha sido descargado
2016,Diciembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 46 a 59,Ninguno,Bachillerato completo,Masculino,2,Urbano,Pensionado,Ninguna de las anteriores,100,Inclusión para Personas con Discapacidad a través de las TIC,SI,09/12/2016,No ha sido descargado
2017,Abril,Ciudadano,Córdoba,Momil,De 46 a 59,Ninguno,Profesional,Masculino,1,Urbano,Docente,Cabeza de hogar,50,Formación a Formadores en Alfabetización Digital,NO,09/04/2017,No ha sido descargado
2016,Diciembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Masculino,3,Urbano,Estudiante,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,27/12/2016,No ha sido descargado
2016,Octubre,Ciudadano,Nariño,Ibagué,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Funcionario Público,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,05/10/2016,No ha sido descargado
2016,Mayo,Ciudadano,Cundinamarca,Fusagasugá,De 26 a 45,Ninguno,Bachillerato incompleto,Femenino,1,Rural,Gestor De Tic,Ninguna de las anteriores,90,Mujeres y TIC,SI,10/05/2016,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 46 a 59,Ninguno,Postgrado,Femenino,3,Urbano,Independiente,Cabeza de hogar,0,Mujeres y TIC,NO,16/07/2016,No ha sido descargado
2017,Junio,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato completo,Femenino,1,Urbano,Estudiante,Ninguna de las anteriores,80,"Internet: Buscadores, Correo Electrónico y Descargas",SI,30/06/2017,No ha sido descargado
2017,Enero,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 46 a 59,Ninguno,Profesional,Femenino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,Activismo Digital,NO,18/01/2017,No ha sido descargado
2016,Julio,Ciudadano,Casanare,Yopal,De 18 a 25,Ninguno,Bachillerato completo,Femenino,2,Urbano,Funcionario Público,Ninguna de las anteriores,80,Uso Responsable de las TIC 0 En TIC Confío,SI,25/07/2016,No ha sido descargado
2016,Abril,Ciudadano,Cundinamarca,Sampues,De 26 a 45,Ninguno,Bachillerato completo,Femenino,2,Urbano,Otro,Ninguna de las anteriores,0,Mujeres y TIC,NO,26/04/2016,No ha sido descargado
2017,Mayo,Ciudadano,Cesar,Valledupar,De 26 a 45,Ninguno,Técnico,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,90,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,02/05/2017,No ha sido descargado
2016,Diciembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Tecnólogo,Femenino,2,Urbano,Empleado,Ninguna de las anteriores,0,Mujeres y TIC,NO,09/12/2016,No ha sido descargado
2016,Julio,Ciudadano,Huila,Pitalito,De 26 a 45,Ninguno,Tecnólogo,Femenino,2,Urbano,Empleado,Cabeza de hogar,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,11/07/2016,No ha sido descargado
2017,Junio,Ciudadano,Atlántico,Barranquilla,De 26 a 45,Ninguno,Postgrado,Masculino,3,Urbano,Desempleado,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,04/06/2017,No ha sido descargado
2017,Enero,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Docente,Ninguna de las anteriores,0,Activismo Digital,NO,17/01/2017,No ha sido descargado
2016,Julio,Ciudadano,Chocó,Quibdó,De 26 a 45,Afrodescendientes,Profesional,Femenino,1,Urbano,Empleado,Habita en una comunidad étnica,0,Inclusión para Personas con Discapacidad a través de las TIC,NO,11/07/2016,No ha sido descargado
2017,Agosto,Ciudadano,Boyacá,Rondón,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,1,Urbano,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,09/08/2017 10:09:23 a. m.,No ha sido descargado
2016,Septiembre,Ciudadano,Tolima,Mariquita,De 60 en adelante,Ninguno,Tecnólogo,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,28/09/2016,No ha sido descargado
2017,Mayo,Ciudadano,Risaralda,Santa Rosa De Cabal,De 26 a 45,Ninguno,Técnico,Masculino,3,Urbano,Estudiante,"Personas victimas de violencia (desplazados, afectados por minas, con pérdida familiar, unidad para las víctimas)",0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,26/05/2017,No ha sido descargado
2016,Diciembre,Ciudadano,Nariño,Pasto,De 26 a 45,Ninguno,Profesional,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,23/12/2016,No ha sido descargado
2016,Octubre,Ciudadano,Meta,Villavicencio,De 18 a 25,Ninguno,Bachillerato completo,Masculino,1,Urbano,Miembros De Voluntariado De Organismos De Socorro,Cabeza de hogar,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,04/10/2016,No ha sido descargado
2016,Junio,Ciudadano,Atlántico,Barranquilla,De 18 a 25,Ninguno,Profesional,Femenino,4,Urbano,Funcionario Público,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,17/06/2016,No ha sido descargado
2017,Julio,Ciudadano,Chocó,Quibdo,De 26 a 45,Ninguno,Técnico,Masculino,1,Urbano,Empleado,Cabeza de hogar,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,27/07/2017,No ha sido descargado
2017,Febrero,Ciudadano,Cundinamarca,Sibaté,De 14 a 17,Ninguno,Bachillerato Incompleto,Masculino,3,Urbano,Estudiante,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,10/02/2017,No ha sido descargado
2016,Noviembre,Ciudadano,Cesar,Cali,De 26 a 45,Ninguno,Técnico,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,90,"Internet: Buscadores, Correo Electrónico y Descargas",SI,05/11/2016,No ha sido descargado
2016,Diciembre,Ciudadano,Cauca,Popayán,De 18 a 25,Ninguno,Postgrado,Femenino,3,Urbano,Funcionario Público,Ninguna de las anteriores,90,Activismo Digital,SI,11/12/2016,No ha sido descargado
2016,Mayo,Ciudadano,Valle Del Cauca,Cali,De 26 a 45,Ninguno,Postgrado,Masculino,3,Urbano,Docente,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,03/05/2016,No ha sido descargado
2017,Agosto,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,15/08/2017 11:16:03 p. m.,No ha sido descargado
2017,Mayo,Ciudadano,Cundinamarca,Vergara,De 46 a 59,Ninguno,Tecnólogo,Femenino,2,Rural,Empleado,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,17/05/2017,No ha sido descargado
2017,Mayo,Ciudadano,Cundinamarca,Vergara,De 46 a 59,Ninguno,Tecnólogo,Femenino,2,Rural,Empleado,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,17/05/2017,No ha sido descargado
2017,Junio,Ciudadano,Tolima,Ibague,De 26 a 45,Indígenas,Postgrado,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,02/06/2017,No ha sido descargado
2016,Junio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,20/06/2016,No ha sido descargado
2016,Junio,Ciudadano,Meta,Villavicencio,De 26 a 45,Ninguno,Técnico,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,Activismo Digital,NO,21/06/2016,No ha sido descargado
2016,Octubre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Desempleado,Persona con discapacidad,90,Mujeres y TIC,SI,05/10/2016,No ha sido descargado
2016,Octubre,Ciudadano,Nariño,La Unión,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,1,Urbano,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,07/10/2016,No ha sido descargado
